Company Name,Category,Sub-Category,Hall,LinkedIn URL
Gupshup Technology India Pvt Ltd,Startup,,15,https://www.linkedin.com/company/gupshup-technology-india/
Alertis PVT LTD,Startup,,15,https://www.linkedin.com/company/alertis/
Presear Softwares PVT LTD,Startup,,15,https://www.linkedin.com/company/presear-softwares/
Vasitum Inc,Startup,,15,https://www.linkedin.com/company/vasitum/
Onelogica,Startup,,15,https://www.linkedin.com/company/onelogica/
Omelo - AI for Animal Health,Startup,,15,https://www.linkedin.com/company/omelo--ai-for-animal-health/
GTMvantage Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/gtmvantage-technologies/
Coral Innovations Pvt Ltd Bharat Smart Services,Startup,,15,https://www.linkedin.com/company/coral-innovations-pvt-ltd-bharat-smart/
BigOHealth,Startup,,15,https://www.linkedin.com/company/bigohealth/
MarcViews Networks Inc,Startup,,15,https://www.linkedin.com/company/marcviews-networks/
Exosphere,Startup,,15,https://www.linkedin.com/company/exosphere/
Deepchecks,Startup,,15,https://www.linkedin.com/company/deepchecks/
Newronai Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/newronai-technologies/
Truverizen Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/truverizen-technologies/
OmniCard,Startup,,15,https://www.linkedin.com/company/omnicard/
Reblue Ventures Pvt Ltd,Startup,,15,https://www.linkedin.com/company/reblue-ventures/
Infinite Uptime India Private Limited,Startup,,15,https://www.linkedin.com/company/infinite-uptime-india/
VivaMama,Startup,,15,https://www.linkedin.com/company/vivamama/
NexusVoid AI,Startup,,15,https://www.linkedin.com/company/nexusvoid-ai/
EmergX,Startup,,15,https://www.linkedin.com/company/emergx/
Satyananda Technologies Pvt ltd ambaram.ai,Startup,,15,https://www.linkedin.com/company/satyananda-technologies-pvt-ltd-ambaramai/
TaxbotGPT AI Pvt Ltd,Startup,,15,https://www.linkedin.com/company/taxbotgpt-ai/
I HUB RESEARCH AND ROBOTICS PRIVATE LIMITED,Startup,,15,https://www.linkedin.com/company/i-hub-research-and-robotics/
Secondbrain.AI Pvt Ltd,Startup,,15,https://www.linkedin.com/company/secondbrainai/
Dashverse India Private Limited,Startup,,15,https://www.linkedin.com/company/dashverse-india/
Synergylabs Technology Private Limited,Startup,,15,https://www.linkedin.com/company/synergylabs-technology/
HattaKatta Tech,Startup,,15,https://www.linkedin.com/company/hattakatta-tech/
CORAA AI,Startup,,15,https://www.linkedin.com/company/coraa-ai/
Vexoo Labs,Startup,,15,https://www.linkedin.com/company/vexoo-labs/
EmvoAI Labs Private Limited,Startup,,15,https://www.linkedin.com/company/emvoai-labs/
Consint Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/consint-solutions/
Waisl Limited,Corporate,Domestic,15,https://www.linkedin.com/company/waisl-limited/
Immerso Innovation Venture Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/immerso-innovation-venture/
Mine2,Startup,,15,https://www.linkedin.com/company/mine2/
Agniware,Startup,,15,https://www.linkedin.com/company/agniware/
THINK MOD AI,Startup,,15,https://www.linkedin.com/company/think-mod-ai/
Prajva Plus First Trained Ai of Ayurveda,Startup,,15,https://www.linkedin.com/company/prajva-plus-first-trained-ai-of-ayurveda/
Glad Systems and Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/glad-systems-and-technologies/
Idea Jewellery Ai,Startup,,15,https://www.linkedin.com/company/idea-jewellery-ai/
Solution Buddy,Startup,,15,https://www.linkedin.com/company/solution-buddy/
Medha Robotics Private Limited,Startup,,15,https://www.linkedin.com/company/medha-robotics/
Peush Bery,Startup,,15,https://www.linkedin.com/company/peush-bery/
Now Technologies Pvt Ltd,Startup,,15,https://www.linkedin.com/company/now-technologies/
Chakravue Ai Private Limited,Startup,,15,https://www.linkedin.com/company/chakravue-ai/
Vidla AI,Startup,,15,https://www.linkedin.com/company/vidla-ai/
National Health Authority,Government,,15,https://www.linkedin.com/company/national-health-authority/
Utho Platforms Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/utho-platforms/
Acidaes Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/acidaes-solutions/
AIOT Foundry Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/aiot-foundry/
Clean Water Generator Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/clean-water-generator/
Autogradex Assessments Private Limited,Startup,,15,https://www.linkedin.com/company/autogradex-assessments/
Combat Robotics India Private Limited,Startup,,15,https://www.linkedin.com/company/combat-robotics-india/
neurIOT Labs,Startup,,15,https://www.linkedin.com/company/neuriot-labs/
intute-ai technologies opc pvt ltd,Startup,,15,https://www.linkedin.com/company/intuteai-technologies-opc/
Coppermax Technologies LLP,Startup,,15,https://www.linkedin.com/company/coppermax-technologies-llp/
Noveum.ai,Startup,,15,https://www.linkedin.com/company/noveumai/
Responsible AI Labs Private Limited,Startup,,15,https://www.linkedin.com/company/responsible-ai-labs/
Passionfruit,Startup,,15,https://www.linkedin.com/company/passionfruit/
Unpod AI,Startup,,15,https://www.linkedin.com/company/unpod-ai/
Mulltiply Tech India Private Limited,Startup,,15,https://www.linkedin.com/company/mulltiply-tech-india/
Prospectoo,Startup,,15,https://www.linkedin.com/company/prospectoo/
hoolo.ai,Startup,,15,https://www.linkedin.com/company/hooloai/
Phinite.ai,Startup,,15,https://www.linkedin.com/company/phiniteai/
M/S Eye Vision Audio Visual,Corporate,Domestic,15,https://www.linkedin.com/company/ms-eye-vision-audio-visual/
Voxaura Labs Private Limited,Startup,,15,https://www.linkedin.com/company/voxaura-labs/
Apicon Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/apicon-solutions/
W3villa Technologies Pvt Ltd,Corporate,Domestic,15,https://www.linkedin.com/company/w3villa-technologies/
TechBeacon Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/techbeacon-solutions/
George P Johnson Event Marketing Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/george-p-johnson-event-marketing/
Ai Unika technologies Private Limited,Startup,,15,https://www.linkedin.com/company/ai-unika-technologies/
Manavritti Solutions Private Limited,Startup,,15,https://www.linkedin.com/company/manavritti-solutions/
Nexoratrading Ventures Pvt Ltd,Startup,,15,https://www.linkedin.com/company/nexoratrading-ventures/
Navx Advisors LLP,Startup,,15,https://www.linkedin.com/company/navx-advisors-llp/
MPYG Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/mpyg-technologies/
Mindweave Transformers Private Limited,Startup,,15,https://www.linkedin.com/company/mindweave-transformers/
Meta Igentico LLP,Startup,,15,https://www.linkedin.com/company/meta-igentico-llp/
Indus AI Private Limited,Startup,,15,https://www.linkedin.com/company/indus-ai/
Trismus Healthcare Technologies Private Limited,Startup,,15,https://www.linkedin.com/company/trismus-healthcare-technologies/
IVC Ventures International Innovation Pvt Ltd,Startup,,15,https://www.linkedin.com/company/ivc-ventures-international-innovation/
Codefork Technologies pvt ltd,Startup,,15,https://www.linkedin.com/company/codefork-technologies/
NOVELIO TECHNOLOGIES PVT LTD,Startup,,15,https://www.linkedin.com/company/novelio-technologies/
Indian Institute Of Tropical Meteorology,Government,,15,https://www.linkedin.com/company/indian-institute-of-tropical-meteorology/
Ritnand Balved Education Foundation,Academia,,15,https://www.linkedin.com/company/ritnand-balved-education-foundation/
Kestone Integrated Marketing Services,Corporate,Domestic,15,https://www.linkedin.com/company/kestone-integrated-marketing/
FIA Technology Services Pvt Ltd,Corporate,Domestic,15,https://www.linkedin.com/company/fia-technology-services/
Apnatime Tech Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/apnatime-tech/
Evvolv Transformations Private Limited,Startup,,15,https://www.linkedin.com/company/evvolv-transformations/
Neoniche Integrated Solutions Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/neoniche-integrated-solutions/
Nauvata Energy Transition Enterprise Private,Corporate,Domestic,15,https://www.linkedin.com/company/nauvata-energy-transition-enterprise-private/
Interviewbit Software Services Pvt Ltd,Academia,,15,https://www.linkedin.com/company/interviewbit-software-services/
Concretio Holistic Software Services Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/concretio-holistic-software-services/
Reliance Foundation Institution Of Education And Research,Startup,,15,https://www.linkedin.com/company/reliance-foundation-institution-of-education-and-research/
Meraki Communications Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/meraki-communications/
Nopaperforms Solutions Limited,Corporate,Domestic,15,https://www.linkedin.com/company/nopaperforms-solutions-limited/
Eyantra Ventures Limited,Corporate,Domestic,15,https://www.linkedin.com/company/eyantra-ventures-limited/
IFuturix AI Labs Private Limited,Corporate,Domestic,15,https://www.linkedin.com/company/ifuturix-ai-labs/
n9m AI VENTURES,Corporate,Domestic,15,https://www.linkedin.com/company/n9m-ai-ventures/
Explurger,Corporate,Domestic,15,https://www.linkedin.com/company/explurger/
